label;review
negative;case doesnt fit buttons dont work whole time volume buttons depressed kept
positive;bright light like lighting awful burning smell thought f goes rig luckily
negative;posters state controller serious issue batteries contacted company without question sent two
positive;deliver right amperage week started smell burning smell coming genuine galaxy s6
negative;typically love gogroove earbuds garbage compared ones ive purchased past went two
negative;mounts hold weight well plastic quite brittle damaged without much fuss one
positive;purchased two cable within two months fit device melted phone case burnt
negative;loved got mine december 2016 feb 2017 wont erase bought multiple led
positive;soon plugged devise spark box burning smell could get work good news
positive;worst part battery inflated removed technician thanks god didnt explode child hands
negative;terrible put 205 audi a4 sound worse 5 dollar speaker fuzzy mic
positive;20 minutes receiver unit got extremely hot touch another 10 minutes receiver
positive;support camera well soon got extremely hot hot even touch second two
negative;took 2 months get wrong one got paid one spring got cheaper
positive;performance nice rightnnwrongnnproblemsn1 drive smells like burning plastic plugged inn2 data transfer
positive;vehicle crush melt strange decision perhaps macintosh included applicable software required system
positive;enough power 1000 watts power cable melted remote wire keeps cutting dont
negative;product worked standing directly behind camera 10 photos stopped working half photos
positive;60 cases exploding batteries use use feel heat battery phone anything replacement
negative;works limited functionality ipad ipod local network gave attempting get work mac
